title,doi,abstract,year,publication_date,cited_by_count,authors,affiliations,topics,source_display_name,type_crossref,researcher,matched_dataset_terms,mention_restricted_data,mention_disclosure_review,mention_rdc
Methodology on Creating the U.S. Linked Retail Health Clinic (LiRHC) Database,,"Retail health clinics (RHCs) are a relatively new type of health care setting and understanding the role they play as a source of ambulatory care in the United States is important. To better understand these settings, a joint project by the Census Bureau and National Center for Health Statistics used data science techniques to link together data on RHCs from Convenient Care Association, County Business Patterns Business Register, and National Plan and Provider Enumeration System to create the Linked RHC (LiRHC, pronounced “lyric”) database of locations throughout the United States during the years 2018 to 2020. The matching methodology used to perform this linkage is described, as well as the benchmarking, match statistics, and manual review and quality checks used to assess the resulting matched data. The large majority (81%) of matches received quality scores at or above 75/100, and most matches were linked in the first two (of eight) matching passes, indicating high confidence in the final linked dataset. The LiRHC database contained 2,000 RHCs and found that 97% of these clinics were in metropolitan statistical areas and 950 were in the South region of the United States. Through this collaborative effort, the Census Bureau and National Center for Health Statistics strive to understand how RHCs can potentially impact population health as well as the access and provision of health care services across the nation.",2023,,,"{'Joey Marshall', 'Alice  Zawacki', 'Donald Cherry', 'Alice Zawacki', 'Xianghua Yin', 'Brian W. Ward'}",,,,,Alice Zawacki,,True,False,False
Estimating the Impact of the Age of Criminal Majority: Decomposing Multiple Treatments in a Regression Discontinuity Framework,https://doi.org/10.2139/ssrn.4533237,"This paper studies the impact of adult prosecution on recidivism and employment trajectories for adolescent, first-time felony defendants. We use extensive linked Criminal Justice Administrative Record System and socio-economic data from Wayne County, Michigan (Detroit). Using the discrete age of majority rule and a regression discontinuity design, we find that adult prosecution reduces future criminal charges over 5 years by 0.48 felony cases (? 20%) while also worsening labor market outcomes: 0.76 fewer employers (? 19%) and $674 fewer earnings (? 21%) per year. We develop a novel econometric framework that combines standard regression discontinuity methods with predictive machine learning models to identify mechanism-specific treatment effects that underpin the overall impact of adult prosecution. We leverage these estimates to consider four policy counterfactuals: (1) raising the age of majority, (2) increasing adult dismissals to match the juvenile disposition rates, (3) eliminating adult incarceration, and (4) expanding juvenile record sealing opportunities to teenage adult defendants. All four scenarios generate positive returns for government budgets. When accounting for impacts to defendants as well as victim costs borne by society stemming from increases in recidivism, we find positive social returns for juvenile record sealing expansions and dismissing marginal adult charges; raising the age of majority breaks even. Eliminating prison for first-time adult felony defendants, however, increases net social costs. Policymakers may still find this attractive if they are willing to value beneficiaries (taxpayers and defendants) slightly higher (124%) than potential victims.",2023,2023-01-01,3.0,"{'Caroline Walker', 'Michael Mueller-Smith', 'Benjamin Pyle'}",,Regression discontinuity design; Recidivism; Prison; Earnings; Juvenile delinquency; Criminal justice; Demographic economics; Economics; Criminology; Actuarial science; Psychology; Medicine; Finance; Pathology,,article,Benjamin Pyle,,True,False,False
Race and Mobility in U.S. Marriage Markets: Quantifying the Role of Segregation,https://doi.org/10.1093/qje/qjy006,"We examine racial disparities in upward intergenerational mobility of family income by linking American Community Survey respondents born in 1978-87 to their parents’ tax records. This linkage facilitates better measurement of marriage-market processes than tax records alone. Relative to White individuals, we document lower upward mobility of partner income for Black, Hispanic, and Asian individuals. These disparities offset Asian women and men’s advantages in personal income mobility, overturn Black women’s small advantage, and compound Black men’s disadvantage. We develop a novel nonparametric decomposition which reveals that these disparities are driven primarily by racial differences in marriage-market opportunities, but also by different partnering rates conditional on opportunities. We then apply a selection-correction methodology to estimate causal effects of childhood exposure to racial segregation. Our design approximates a shift in the current generation’s segregation exposure, holding historical exposures constant. This channel generates substantial Black-White intergenerational mobility gaps across all income measures, and we show that these effects cumulate over a multigenerational horizon.",2022,2018-01-29,598.0,"{'Caroline Walker', 'Ariel J. Binder', 'Ariel J Binder', 'Marta Murray-Close', 'Jonathan Eggleston'}",,Poverty; Demographic economics; Inequality; Social mobility; Demography; Economic mobility; Geography; Construct (python library); Economics; Economic growth; Sociology; Social science; Mathematics; Computer science; Programming language; Mathematical analysis,,article,Ariel J. Binder,american community survey,False,False,False
The Long-run Effects of the 1930s Redlining Maps on Children,https://doi.org/10.1257/jel.20221702,"We estimate the long-run effects of the 1930s Home Owners Loan Corporation (HOLC) redlining maps by linking children in the full count 1940 Census to 1) the universe of IRS tax data in 1974 and 1979 and 2) the long form 2000 Census. We use two identification strategies to estimate the potential long-run effects of differential access to credit along HOLC boundaries. The first strategy compares cross-boundary differences along HOLC boundaries to a comparison group of boundaries that had statistically similar pre-existing differences as the actual boundaries. A second approach only uses boundaries that were least likely to have been chosen by the HOLC based on our statistical model. We find that children living on the lower-graded side of HOLC boundaries had significantly lower levels of educational attainment, reduced income in adulthood, and lived in neighborhoods during adulthood characterized by lower educational attainment, higher poverty rates, and higher rates of single-headed households.",2022,2023-09-01,7.0,"{'Daniel Hartley', 'Martha Stinson', 'Daniel Aaronson', 'Bhashkar Mazumder', 'Bhashkar  Mazumder', 'Daniel  Aaronson', 'Daniel Aaron Hartley'}",,Educational attainment; Boundary (topology); Loan; Poverty; Demographic economics; Economics; Identification (biology); Internal revenue; Econometrics; Service (business); Economic growth; Finance; Mathematics; Economy; Mathematical analysis; Botany; Biology,,article,Bhashkar Mazumder,,True,False,False
Is Affirmative Action in Employment Still Effective in the 21st Century?,https://doi.org/10.1037/0003-066x.63.4.228,"We study Executive Order 11246, an employment-based affirmative action policy tar geted at firms holding contracts with the federal government. We find this policy to be in effective in the 21st century, contrary to the positive effects found in the late 1900s (Miller, 2017). Our novel dataset combines data on federal contract acquisition and enforcement with US linked employer-employee Census data 2000–2014. We employ an event study around firms’ acquiring a contract, based on Miller (2017), and find the policy had no ef fect on employment shares or on hiring, for any minority group. Next, we isolate the impact of the affirmative action plan, which is EO 11246’s preeminent requirement that applies to firms with contracts over $50,000. Leveraging variation from this threshold in an event study and regression discontinuity design, we find similarly null effects. Last, we show that even randomized audits are not effective, suggesting weak enforcement. Our results highlight the importance of the recent budget increase for the enforcement agency, as well as recent policies enacted to improve compliance",2022,2008-01-01,527.0,"{'Noriko Amano-Patiño', 'Julian Aramburu', 'Zara Contractor'}",,Industrial and organizational psychology; Perspective (graphical); Vocational education; Theme (computing); Scholarship; Psychology; Argument (complex analysis); Health psychology; School psychology; Sociology; Public health; Applied psychology; Epistemology; Social psychology; Pedagogy; Political science; Medicine; Philosophy; Nursing; Artificial intelligence; Computer science; Internal medicine; Law; Operating system,,article,Julian Aramburu,,True,False,False
Long-Run Adult Socio-economic Outcomes from In Utero Airborne Lead Exposure,https://doi.org/10.1016/s0140-6736(15)60901-1,"As a neurotoxin, early exposure to lead has long been assumed to affect socioeconomic out-comes well into adulthood. However, the empirical literature documenting such effects has been limited. This study documents the long-term effects of in utero exposure to air lead on adult socio-economic outcomes, including earnings, disabilities, employment, public assistance, and education, using US survey and administrative data. Specifically, we match individuals in the 2000 US Decennial Census and 2001-2014 American Community Surveys to average lead concentrations in the individual's birth county during his/her 9 months in utero. We find a 0.5 µg/m3 decrease in air lead, representing the average 1975-85 change resulting from the passage of the U.S. Clean Air Act, is associated with an increase in earnings of 3.5%, or a present value, at birth, of $21,400 in lifetime earnings. Decomposing this effect, we find greater exposure to lead in utero is associated with an increase in disabilities in adulthood, an increase in receiving public assistance, and a decrease in employment. Looking at effects by sex, long-term effects for girls seem to fall on participation in the formal labor market, whereas for boys it appears to fall more on hours worked. This is the first study to document such long-term effects from lead using US data. We estimate the present value in 2020, from all earnings impacts from 1975 forward, to be $4,230 Billion using a discount rate of 3%. In 2020 alone, the benefits are $252 B, or about 1.2% of GDP. Thus, our estimates imply the Clean Air Act's lead phase out is still returning a national dividend of over 1% every year.",2022,2015-07-16,2325.0,"{'Melissa Ruby Banzhaf', 'H. Spencer Banzhaf', 'Spencer  Banzhaf'}",,Natural resource economics; Global health; Planetary boundaries; Development economics; Environmental resource management; Political science; Economic growth; Environmental planning; Business; Geography; Health care; Sustainable development; Economics; Law,,review,H. Spencer Banzhaf,american community survey,True,False,False
What Drives Stagnation: Monopsony or Monopoly?,https://doi.org/10.1093/jeea/jvac060,"Wages for the vast majority of workers have stagnated since the 1980s while productivity has grown. We investigate two coexisting explanations based on rising market power: 1. Monopsony, where dominant firms exploit the limited mobility of their own workers to pay lower wages; and 2. Monopoly, where dominant firms charge too high prices for what they sell, which lowers production and the demand for labor, and hence equilibrium wages economy-wide. Using establishment data from the US Census Bureau between 1997 and 2016, we find evidence of both monopoly and monopsony, where the former is rising over this period and the latter is stable. Both contribute to the decoupling of productivity and wage growth, with monopoly being the primary determinant: in 2016 monopoly accounts for 75% of wage stagnation, monopsony for 25%.",2022,2022-10-19,12.0,"{'Shubhdeep Deb', 'Lawrence F. Warren', 'Jan  Eeckhout', 'Jan Eeckhout', 'Lawrence Warren', 'Aseem Patel'}",,Monopsony; Monopoly; Economics; Wage; Productivity; Labour economics; Efficiency wage; Market power; Microeconomics; Macroeconomics,,article,Lawrence F. Warren,,True,False,False
Opening the Black Box: Task and Skill Mix and Productivity Dispersion,https://doi.org/10.3386/w30620,"An important gap in most empirical studies of establishment-level productivity is the limited information about workers’ characteristics and their tasks. Skill-adjusted labor input measures have been shown to be important for aggregate productivity measurement. Moreover, the theoretical literature on differences in production technologies across businesses increasingly emphasizes the task content of production. Our ultimate objective is to open this black box of tasks and skills at the establishment-level by combining establishment-level data on occupations from the Bureau of Labor Statistics (BLS) with a restricted-access establishment-level productivity dataset created by the BLS-Census Bureau Collaborative Micro-productivity Project. We take a first step toward this objective by exploring the conceptual, specification, and measurement issues to be confronted. We provide suggestive empirical analysis of the relationship between within-industry dispersion in productivity and tasks and skills. We find that within-industry productivity dispersion is strongly positively related to within-industry task/skill dispersion.",2022,2022-11-01,1.0,"{'Jay Stewart', 'Zoltan  Wolf', 'Cindy Cunningham', 'Lucia Foster', 'Rachel Nesbit', 'Cody Tuttle', 'Zoltan Wolf', 'Glenn Jacob Blackwood', 'Sabrina Wulff Pabilonia', 'Lucia Smith Foster', 'Rachel  Nesbit', 'Jay  Stewart', 'Matthew Dey', 'John  Haltiwanger', 'G. Jacob Blackwood', 'Cheryl  Grim', 'John Haltiwanger', 'Cheryl Grim'}",,Productivity; Dispersion (optics); Task (project management); Economics; Labour economics; Economic growth; Physics; Management; Optics,,report,Cody Tuttle,,True,False,False
Measuring the Characteristics and Employment Dynamics of U.S. Inventors,https://doi.org/10.3386/w31086,"Innovation is a key driver of long run economic growth. Studying innovation requires a clear view of the characteristics and behavior of the individuals that create new ideas. A general lack of rich, large-scale data has constrained such analyses. We address this by introducing a new dataset linking patent inventors to survey, census, and administrative microdata at the U.S. Census Bureau. We use this data to provide a first look at the demographic characteristics, employer characteristics, earnings, and employment dynamics of inventors. These linkages, which will be available to researchers with approved access, dramatically increases the scope of what can be learned about inventors and innovative activity.",2022,2023-03-01,3.0,"{'Ufuk Akcigit', 'Nathan Goldschlag', 'Ufuk  Akcigit'}",,Dynamics (music); Business; Labour economics; Economics; Physics; Acoustics,,report,Nathan Goldschlag,,True,False,False
The Underserved Have Less Access to Employer-Sponsored Telemedicine Coverage,https://doi.org/10.1787/5jz5sq5ls1wl-en,"Telemedicine has been proposed as one means of improving health care access for underserved communities, and information about insurance coverage for telemedicine (TMC) is important in understanding its utilization and provision. We use 2018-2019 Medical Expenditure Panel Survey-Insurance Component data on employer-sponsored coverage to examine pre-pandemic TMC relative to employer, worker, and health plan characteristics. We find that the share of employees in private sector establishments offering TMC was lower in the most rural counties, in smaller firms, in establishments without unionized employees, and in establishments where most workers were low wage, part-time and older when compared to other establishments. These findings reflect differences across establishments in insurance offers, as well as differences in TMC conditional on an insurance offer, which suggests that TMC may function as a premium plan feature with limited availability and potential support for improving healthcare access for the underserved.",2022,2014-04-03,1408.0,"{'Alice  Zawacki', 'G. Edward Miller', 'Thomas A. Hegland', 'Alice Zawacki'}",,Business; Economic geography; Geography; Data science; Computer science,,paratext,Alice Zawacki,medical expenditure panel survey,False,False,False
Multinational Firms in the U.S. Economy: Insights from Newly Integrated Microdata,https://doi.org/10.3386/w15712,"This paper describes the construction of two confidential crosswalk files enabling a comprehensive identification of multinational rms in the U.S. economy. The effort combines firm-level surveys on direct investment conducted by the U.S. Bureau of Economic Analysis (BEA) and the U.S. Census Bureau's Business Register (BR) spanning the universe of employer businesses from 1997 to 2017. First, the parent crosswalk links BEA firm-level surveys on U.S. direct investment abroad and the BR. Second, the affiliate crosswalk links BEA firm-level surveys on foreign direct investment in the United States and the BR. Using these newly available links, we distinguish between U.S.- and foreign-owned multinational firms and describe their prevalence and economic activities in the national economy, by sector, and by geography.",2022,2010-01-01,491.0,"{'Fariha Kamal', 'Jessica McCloskey', 'Wei Ouyang'}",,Productivity; Business; Economics; Macroeconomics,,report,Fariha Kamal,,True,False,False
Rising Markups or Changing Technology?,https://doi.org/10.3386/w30491,"Recent evidence suggests the U.S. business environment is changing, with rising market concentration and markups. The most prominent and extensive evidence backs out firm-level markups from the first-order conditions for variable factors. The markup is identified as the ratio of the variable factor’s output elasticity to its cost share of revenue. Our analysis starts from this indirect approach, but we exploit a long panel of manufacturing establishments to permit output elasticities to vary to a much greater extent - relative to the existing literature - across establishments within the same industry over time. With our more detailed estimates of output elasticities, the measured increase in markups is substantially dampened, if not eliminated, for U.S. manufacturing. As supporting evidence, we relate differences in the markups’ patterns to observable changes in technology (e.g., computer investment per worker, capital intensity, diversification to non-manufacturing) and find patterns in support of changing technology as the driver of those differences.",2022,2022-09-01,23.0,"{'Lucia Foster', 'Lucia Smith Foster', 'Cody Tuttle', 'John  Haltiwanger', 'John Haltiwanger'}",,Industrial organization; Economics; Business; Economic geography,,report,Cody Tuttle,,True,False,False
Market Power And Wage Inequality,https://doi.org/10.2307/2946649,"We propose a theory of how market power affects wage inequality. We ask how goods and labor market power jointly affect the level of wages, the Skill Premium, and wage inequality. We then use detailed microdata from the US Census between 1997 and 2016 to estimate the parameters of labor supply, technology and the market structure. We find that a less competitive market structure lowers the wage level, contributes 7% to the rise in the Skill Premium and accounts for half of the increase in between-establishment wage variance.",2022,1995-11-01,446.0,"{'Shubhdeep Deb', 'Lawrence F. Warren', 'Jan  Eeckhout', 'Jan Eeckhout', 'Lawrence Warren', 'Aseem Patel'}",,Wage inequality; Metropolitan area; Economics; Competition (biology); Wage; Inequality; Labour economics; Market power; Market structure; Market economy; Microeconomics; Medicine; Ecology; Mathematical analysis; Mathematics; Pathology; Biology; Monopoly,,article,Lawrence F. Warren,,True,False,False
"Introducing the Medical Expenditure Panel Survey-Insurance Component with Administrative Records (MEPS-ICAR): Description, Data Construction Methodology, and Quality Assessment",,"This report introduces a new dataset, the Medical Expenditure Panel Survey-Insurance Component with Administrative Records (MEPS-ICAR), consisting of MEPS-IC survey data on establishments and their health insurance benefits packages linked to Decennial Census data and administrative tax records on MEPS-IC establishments’ workforces. These data include new measures of the characteristics of MEPS-IC establishments’ parent firms, employee turnover, the full distribution of MEPS-IC workers’ personal and family incomes, the geographic locations where those workers live, and improved workforce demographic detail. Next, this report details the methods used for producing the MEPS-ICAR. Broadly, the linking process begins by matching establishments’ parent firms to their workforces using identifiers appearing in tax records. The linking process concludes by matching establishments to their own workforces by identifying the subset of their parent firm’s workforce that best matches the expected size, total payroll, and residential geographic distribution of the establishment’s workforce. Finally, this report presents statistics characterizing the match rate and the MEPS-ICAR data itself. Key results include that match rates are consistently high (exceeding 90%) across nearly all data subgroups and that the matched data exhibit a reasonable distribution of employment, payroll, and worker commute distances relative to expectations and external benchmarks. Notably, employment measures derived from tax records, but not used in the match itself, correspond with high fidelity to the employment levels that establishments report in the MEPS-IC. Cumulatively, the construction of the MEPS-ICAR significantly expands the capabilities of the MEPS-IC and presents many opportunities for analysts.",2022,,,"{'Alice  Zawacki', 'G. Edward Miller', 'Thomas A. Hegland', 'Alice Zawacki'}",,,,,Alice Zawacki,medical expenditure panel survey,True,False,False
Covering Undocumented Immigrants: The Effects of a Large-Scale Prenatal Care Intervention,https://doi.org/10.3386/w30299,"Undocumented immigrants are ineligible for public insurance coverage for prenatal care in most states, despite their children representing a large fraction of births and having U.S. citizenship. In this paper, we examine a policy that expanded Medicaid pregnancy coverage to undocumented immigrants. Using a novel dataset that links California birth records to Census surveys, we identify siblings born to immigrant mothers before and after the policy. Implementing a mothers' fixed effects design, we find that the policy increased coverage for and use of prenatal care among pregnant immigrant women, and increased average gestation length and birth weight among their children.",2022,2022-07-01,6.0,"{'Laura R Wherry', 'Sarah Miller', 'Laura Wherry'}",,Immigration; Intervention (counseling); Scale (ratio); Psychology; Medicine; Geography; Political science; Nursing; Cartography; Law,,preprint,Laura R Wherry,,True,False,False
The Radius of Economic Opportunity: Evidence from Migration and Local Labor Markets,https://doi.org/10.1162/rest_a_00660,"We examine the geographic incidence of local labor market growth across locations of childhood residence. We ask: when wages grow in a given US labor market, do the benefits flow to individuals growing up in nearby or distant locations? We begin by constructing new statistics on migration rates across labor markets between childhood and young adulthood. This migration matrix shows 80% of young adults migrate less than 100 miles from where they grew up. 90% migrate less than 500 miles. Migration distances are shorter for Black and Hispanic individuals and for those from low income families. These migration patterns provide information on the first order geographic incidence of local wage growth. Next, we explore the responsiveness of location choices to economic shocks. Using geographic variation induced by the recovery from the Great Recession, we estimate the elasticity of migration with respect to increases in local labor market wage growth. We develop and implement a novel test for validating whether our identifying wage variation is driven by changes in labor market opportunities rather than changes in worker composition due to sorting. We find that higher wages lead to increased in-migration, decreased out-migration and a partial capitalization of wage increases into local prices. Our results imply that for a 2 rank point increase in annual wages (approximately $1600) in a given commuting zone (CZ), approximately 99% of wage gains flow to those who would have resided in the CZ in the absence of the wage change. The geographically concentrated nature of most migration and the small magnitude of these migration elasticities suggest that the incidence of labor market conditions across childhood residences is highly local. For many individuals, the “radius of economic opportunity” is quite narrow.",2022,2017-01-18,584.0,"{'Nathaniel Hendren', 'Sonya Porter', 'Ben Sprung-Keyser'}",,Decentralization; Transportation infrastructure; Economic geography; Ring road; Central city; Geography; Service (business); Population; Ring (chemistry); Business; Transport engineering; Regional science; Economy; Economics; Engineering; Archaeology; Market economy; Chemistry; Demography; Organic chemistry; Sociology,,article,Nathaniel Hendren,,True,False,False
Comparing the 2019 American Housing Survey to Contemporary Sources of Property Tax Records: Implications for Survey Efficiency and Quality,https://doi.org/10.1257/jel.20201595,"Given rising nonresponse rates and concerns about respondent burden, government statistical agencies have been exploring ways to supplement household survey data collection with administrative records and other sources of third-party data. This paper evaluates the potential of property tax assessment records to improve housing surveys by comparing these records to responses from the 2019 American Housing Survey. Leveraging the U.S. Census Bureau’s linkage infrastructure, we compute the fraction of AHS housing units that could be matched to a unique property parcel (coverage rate), as well as the extent to which survey and property tax data contain the same information (agreement rate). We analyze heterogeneity in coverage and agreement across states, housing characteristics, and 11 AHS items of interest to housing researchers. Our results suggest that partial replacement of AHS data with property data, targeted toward certain survey items or single-family detached homes, could reduce respondent burden without altering data quality. Further research into partial-replacement designs is needed and should proceed on an item-by-item basis. Our work can guide this research as well as those who wish to conduct independent research with property tax records that is representative of the U.S. housing stock.",2022,2022-09-01,271.0,"{'Ariel J. Binder', 'Ariel J Binder', 'Emily Molfino', 'John Voorheis'}",,Populism; Austerity; Political economy; Politics; Immigration; Political science; Great Depression; Development economics; Psychological nativism; Sociology; Economics; Law,,article,Ariel J. Binder,,True,False,False
